text,label
No da. . Vijay going to talk in jaya tv,ham
2/2 146tf150p,spam
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham
"Nah, Wednesday. When should I bring the mini cheetos bag over?",ham
Nobody names their penis a girls name this story doesn't add up at all,ham
"Aight, let me know when you're gonna be around usf",ham
I'm not. She lip synced with shangela.,ham
ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,ham
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",ham
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,spam
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
"Haha... Sounds crazy, dunno can tahan anot...",ham
Why are u up so early?,ham
Ya that one is slow as poo,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
"\Im on gloucesterroad what are uup to later?\""""",ham
Yes:)here tv is always available in work place..,ham
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam
Lol no ouch but wish i'd stayed out a bit longer,ham
"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply",ham
We'll join the  &lt;#&gt;  bus,ham
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
K.i will send in  &lt;#&gt;  min:),ham
Would me smoking you out help us work through this difficult time,ham
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam
Yes.mum lookin strong:),ham
"Sir Goodmorning, Once free call me.",ham
Where are you call me.,ham
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,ham
Love it! The girls at the office may wonder why you are smiling but sore...,ham
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",ham
Does uncle timi help in clearing cars,ham
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham
Ok... But bag again..,ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
Ok lor. Msg me b4 u call.,ham
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",spam
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",ham
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam
Then ur physics get a-?,ham
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",ham
How r Ì_ going to send it to me?,ham
Can you do online transaction?,ham
Dear got train and seat mine lower seat,ham
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,ham
Wat r u doing?,ham
WHORE YOU ARE UNBELIEVABLE.,ham
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
Are you sure you don't mean \get here,ham
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",ham
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam
Love it! I want to flood that pretty pussy with cum...,ham
Hey are you angry with me. Reply me dr.,ham
Short But Cute: \Be a good person,ham
Also remember the beads don't come off. Ever.,ham
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,ham
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",ham
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",ham
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
"It's ok, at least armand's still around",ham
No da. I am happy that we sit together na,ham
Yup song bro. No creative. Neva test quality. He said check review online.,ham
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam
Pls dont restrict her from eating anythin she likes for the next two days.,ham
Mm you ask him to come its enough :-),ham
At the funeral home with Audrey and dad,ham
"Aight, can you text me the address?",ham
Excellent! Wish we were together right now!,ham
Yep then is fine 7.30 or 8.30 for ice age.,ham
Pls i wont belive god.not only jesus.,ham
Can. Dunno wat to get 4 her...,ham
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
How long does it take to get it.,ham
This is my number by vivek..,ham
74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,spam
"sorry brah, just finished the last of my exams, what up",ham
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,ham
Just normal only here :),ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,ham
Hi. I'm always online on yahoo and would like to chat with you someday,ham
"Goodmorning,my grandfather expired..so am on leave today.",ham
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costå£3.75max ,spam
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
"Sure, I'll see if I can come by in a bit",ham
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,ham
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
Ok.,ham
I had askd u a question some hours before. Its answer,ham
Watching tv lor. Nice one then i like lor.,ham
I'm thinking that chennai forgot to come for auction..,ham
Then Ì_ come n pick me at 530 ar?,ham
Early bird! Any purchases yet?,ham
Went to pay rent. So i had to go to the bank to authorise the payment.,ham
"Erm ‰Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,ham
"Yeah that's what I thought, lemme know if anything's goin on later",ham
Mmmm.... I cant wait to lick it!,ham
Pls go there today  &lt;#&gt; . I dont want any excuses,ham
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",spam
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
U in town alone?,ham
I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham
We have all rounder:)so not required:),ham
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,ham
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,spam
I'm ok. Will do my part tomorrow,ham
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",ham
R u still working now?,ham
"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",spam
Yep. I do like the pink furniture tho.,ham
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,spam
"Customer place, i wil cal u sir.",ham
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50",spam
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
"THATåÕS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
"Theoretically yeah, he could be able to come",ham
"Alright we're hooked up, where you guys at",ham
"not that I know of, most people up here are still out of town",ham
No let me do the math. Your not good at it.,ham
Oh ok wait 4 me there... My lect havent finish,ham
Yeah my usual guy's out of town but there're definitely people around I know,ham
I am joining today formally.Pls keep praying.will talk later.,ham
"Happy or sad , one thing about past is- \Its no more\"" GOOD MORNING :-):-).""",ham
No. Did you multimedia message them or e-mail?,ham
Okie but i scared u say i fat... Then u dun wan me already...,ham
did u get that message,ham
"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
What you need. You have a person to give na.,ham
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,ham
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
Short But Cute: \Be a good person,ham
"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight""",ham
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam
Like a personal sized or what,ham
"Same, I'm at my great aunts anniversary party in tarpon springs",ham
Cab is available.they pick up and drop at door steps.,ham
ok....take care.umma to you too...,ham
Unlimited texts. Limited minutes.,ham
"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",spam
No problem. We will be spending a lot of quality time together...,ham
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
Have you heard from this week?,ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Yes. Last  practice,ham
tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
No. Thank you. You've been wonderful,ham
Otherwise had part time job na-tuition..,ham
ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... ,ham
Okie,ham
